Education,Marital_Status,Income,Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Age_on_2024,Spent,AcceptedCmp
2,6,30372,1,1,15,0,12,7,3,7,3,2,0,3,7,0,53,44,0
3,3,33181,1,0,9,0,3,0,0,4,1,1,0,2,6,0,48,16,1
2,3,71113,0,1,495,33,255,11,33,8,4,6,7,9,4,0,67,835,0
2,3,71952,1,0,656,80,455,52,107,93,2,8,4,8,4,0,38,1443,2
4,4,69759,0,0,452,20,514,13,30,0,3,4,6,5,3,1,58,1029,0
2,3,72099,0,0,546,91,410,119,0,22,1,3,4,10,1,0,50,1188,0
4,4,60000,0,1,1048,0,217,0,0,12,5,11,3,5,6,0,48,1277,0
2,4,38643,1,1,22,2,14,0,1,10,2,2,0,3,7,0,46,49,0
2,3,50737,0,1,78,0,11,0,0,10,1,2,0,4,6,0,69,99,1
4,3,68462,0,0,561,64,785,84,128,48,1,3,3,8,1,0,55,1670,0
3,3,65073,0,0,629,17,177,69,0,8,1,5,3,5,2,0,81,900,0
4,5,46681,0,2,269,15,69,15,19,38,2,4,6,4,5,0,76,425,0
2,3,78618,0,0,736,163,818,212,163,61,1,4,7,10,2,0,67,2153,1
4,6,62187,0,1,512,0,83,0,0,41,3,6,2,10,4,0,55,636,0
2,3,28442,2,0,19,3,10,11,8,6,3,2,1,4,4,0,46,57,0
4,3,37717,1,0,9,0,6,4,1,5,1,1,0,2,9,0,46,25,0
2,3,51479,1,1,247,8,160,6,8,65,7,6,3,6,7,0,57,494,0
2,4,54803,0,1,404,0,92,28,27,142,2,6,2,9,4,0,55,693,0
2,3,79530,0,0,333,0,815,129,42,29,1,4,10,11,2,0,64,1348,0
2,2,31615,1,0,2,3,20,6,11,9,2,2,0,3,7,0,48,51,0
2,5,72025,0,0,833,33,549,151,133,233,1,4,3,8,3,0,62,1932,0
4,4,52614,0,1,789,0,142,12,9,38,2,2,4,8,8,0,49,990,0
0,3,35684,1,0,10,4,7,0,6,3,1,1,0,3,6,0,40,30,0
2,3,48178,1,1,159,4,45,6,2,38,6,5,1,4,8,0,49,254,0
3,4,29548,1,0,7,1,6,3,1,11,1,1,1,2,4,0,54,29,1
2,4,63810,0,1,977,12,253,16,12,101,4,4,3,12,8,0,58,1371,1
4,4,38578,1,1,38,4,22,3,3,3,3,3,0,3,8,1,52,73,0
3,4,46098,1,1,57,0,27,0,0,36,4,3,2,2,8,0,49,120,0
2,4,22585,0,0,3,9,15,13,2,39,1,1,1,2,9,1,54,81,1
2,4,30279,1,0,10,4,14,4,4,1,1,1,0,3,8,0,35,37,0
4,5,66426,0,1,1043,24,97,32,24,157,2,3,5,10,6,0,63,1377,0
2,4,30822,1,0,3,9,13,2,12,12,1,1,0,3,7,0,55,51,0
4,3,33581,2,0,11,0,5,0,0,1,1,1,0,2,8,0,55,17,0
2,3,19986,1,0,3,6,5,0,2,6,1,0,0,3,7,0,39,22,0
2,6,27421,0,0,43,12,96,78,40,55,3,4,1,6,7,0,70,324,0
0,3,35688,2,1,73,3,90,12,1,32,7,4,1,4,8,0,51,211,0
3,4,36143,1,0,12,0,1,0,0,6,1,0,1,2,3,0,43,19,0
2,4,10245,1,0,4,7,7,6,4,13,3,1,2,2,5,0,53,41,0
3,5,43795,0,1,314,11,53,4,3,107,3,7,3,4,7,1,56,492,1
2,5,63381,0,1,571,50,142,33,50,159,4,4,5,13,2,0,64,1005,0
2,5,38823,0,1,70,0,11,2,8,23,1,2,1,3,6,0,75,114,0
4,2,83664,1,1,866,21,151,28,21,86,3,2,2,12,5,0,56,1173,0
2,5,90300,0,0,594,134,786,33,134,57,0,5,6,8,1,0,45,1738,1
3,5,62499,1,0,140,4,61,0,13,4,2,3,1,6,4,0,45,222,0
2,4,74293,0,0,375,152,335,93,91,81,1,5,4,6,2,0,31,1127,0
4,3,51012,0,0,102,9,63,2,9,24,1,4,1,4,6,0,78,209,0
3,3,70777,0,1,554,35,113,0,7,78,3,5,3,12,3,0,56,787,0
4,5,68682,0,0,919,0,505,99,30,45,1,4,9,10,2,0,33,1598,0
2,3,43824,1,1,96,1,42,12,3,32,4,3,1,4,8,0,53,186,0
2,5,15345,1,0,5,2,16,3,2,19,2,1,1,2,8,1,40,47,0
2,4,23442,1,0,2,0,6,8,6,5,1,1,0,3,7,0,37,27,0
0,5,14515,1,0,6,4,9,6,36,35,4,2,2,3,7,1,44,96,0
0,2,31395,1,1,23,1,25,0,8,7,4,2,1,3,6,0,68,64,0
2,5,75276,0,0,610,105,125,137,42,21,1,9,4,9,5,0,59,1040,0
2,4,42373,1,1,67,5,61,3,8,19,5,2,1,5,5,0,50,163,0
2,5,30507,0,0,65,36,74,38,20,110,1,5,1,4,7,0,64,343,0
4,4,55521,1,2,416,0,26,0,0,4,9,6,3,6,7,1,69,446,1
2,3,48006,1,1,23,0,11,3,2,2,1,1,0,3,6,0,59,41,0
4,4,27213,1,0,19,3,26,10,9,3,3,2,0,4,8,1,52,70,0
4,2,65808,1,1,155,7,80,13,7,10,3,5,1,5,6,0,53,272,0
4,5,30351,1,0,14,0,24,3,3,2,1,3,0,2,9,0,50,46,0
2,3,50437,0,2,370,9,92,6,9,4,3,7,1,8,7,0,61,490,0
0,4,23616,1,0,4,22,11,3,7,32,2,3,0,3,8,1,42,79,0
2,3,53858,0,1,407,53,221,58,150,26,4,4,3,6,4,0,48,915,0
4,3,66465,0,1,1200,0,204,38,29,14,3,11,9,12,6,0,69,1485,1
2,4,46923,1,0,85,44,54,102,78,6,3,5,1,7,7,0,37,369,0
2,5,75072,0,1,583,34,309,0,22,125,2,5,4,8,3,0,62,1073,0
4,3,75865,0,0,483,0,591,156,0,12,1,3,5,10,1,0,81,1242,0
0,5,19789,1,0,2,5,9,28,6,28,3,2,1,3,5,0,49,78,1
2,5,80134,0,0,966,26,282,52,26,26,1,2,7,11,5,0,30,1378,4
2,4,91065,0,0,822,114,108,179,137,114,1,7,9,9,3,1,43,1474,2
3,3,49505,1,1,604,0,100,19,0,28,9,10,2,8,8,0,53,751,0
4,3,37401,1,0,19,3,19,3,1,3,2,2,0,3,7,0,51,48,0
2,3,30096,1,0,5,3,11,12,5,9,1,2,0,3,6,0,41,45,0
3,5,18492,1,0,2,2,2,2,1,1,1,1,0,2,8,0,42,10,0
3,3,82584,0,0,1076,68,103,29,91,68,1,3,4,8,1,1,50,1435,2
4,3,93027,0,0,1285,42,716,55,0,21,0,7,10,5,2,0,83,2119,1
2,3,48686,1,2,10,0,7,2,0,1,1,1,0,2,8,0,71,20,0
2,3,92910,0,0,551,137,792,179,103,33,1,6,7,13,1,0,38,1795,3
2,3,75433,1,0,800,0,297,0,34,57,2,2,5,10,6,0,35,1188,2
0,5,10404,1,0,2,2,11,10,6,12,2,1,0,4,5,0,35,43,0
2,3,61314,0,1,378,0,189,97,172,172,2,5,5,12,3,0,56,1008,0
4,4,84865,0,0,1248,16,349,43,16,16,1,2,4,9,4,1,63,1688,4
2,3,42387,1,0,235,0,235,19,4,191,5,8,1,7,8,0,35,684,0
0,5,67309,1,1,515,47,181,149,95,95,15,9,6,9,7,0,57,1082,0
2,3,75236,0,1,438,66,400,12,38,114,1,8,3,13,4,0,60,1068,0
2,4,30015,1,0,25,0,22,2,3,5,2,1,0,4,5,0,54,57,0
3,5,50943,0,1,31,0,7,2,0,6,1,1,0,3,5,0,68,46,0
2,2,67272,0,1,357,35,271,28,28,14,3,6,2,12,5,0,58,733,0
3,6,51529,0,1,400,4,35,6,0,22,2,9,1,5,8,0,75,467,0
4,3,32011,1,0,99,0,15,2,1,5,3,2,1,4,7,0,53,122,0
0,3,7500,1,0,1,11,5,4,6,9,2,2,0,3,8,0,38,36,0
2,3,28691,1,0,5,4,13,8,0,4,1,1,0,3,8,0,35,34,0
4,3,56223,0,1,77,28,31,16,0,4,2,2,1,5,4,0,76,156,0
2,3,18100,0,0,3,1,2,4,3,1,1,0,0,3,5,0,78,14,0
2,4,30279,1,0,10,4,14,4,4,1,1,1,0,3,8,0,35,37,0
0,3,20130,0,0,0,6,3,7,6,12,1,1,0,3,8,0,50,34,0
2,2,23295,0,0,0,0,1,2,12,5,1,1,0,2,8,0,65,20,0
3,2,42618,1,0,76,14,74,13,5,10,2,5,0,4,8,0,52,192,0
2,4,81246,0,0,398,190,537,61,156,37,1,4,5,7,1,0,60,1379,2
2,3,24027,1,0,14,7,11,11,0,5,2,2,0,3,8,0,48,48,0
4,3,55707,0,1,208,7,82,30,66,35,2,3,2,9,3,0,71,428,0
2,4,57959,0,1,430,16,322,43,24,33,5,4,7,11,3,0,69,868,0
2,3,56796,0,1,656,38,161,62,47,37,3,8,9,7,7,0,55,1001,0
3,4,36230,1,0,14,2,30,8,2,3,1,2,0,4,5,0,53,59,0
0,3,70829,1,1,141,70,106,72,19,23,2,4,2,8,3,0,44,431,0
2,3,65991,0,1,507,19,364,25,47,9,3,9,5,10,7,0,48,971,0
2,3,38988,1,2,164,24,103,12,3,42,7,5,1,6,8,0,52,348,0
0,4,89572,0,0,606,24,974,197,194,64,1,7,7,9,4,1,58,2059,2
3,3,42207,1,0,116,11,72,3,17,46,4,4,1,5,6,1,40,265,1
2,3,50300,0,1,143,15,60,24,23,5,2,2,1,8,2,0,72,270,0
0,5,66664,0,0,398,96,447,220,96,32,1,5,7,6,3,0,42,1289,0
2,3,60597,0,1,522,0,257,32,16,66,4,2,2,8,7,1,60,893,1
2,6,70165,0,0,161,0,253,199,191,122,1,3,7,11,1,0,75,926,0
4,6,50520,0,1,112,0,6,2,1,14,2,3,1,3,6,0,66,135,0
2,3,80124,0,0,483,84,398,205,84,241,1,3,7,8,1,0,61,1495,1
2,3,33183,1,0,7,5,39,17,15,37,2,4,0,3,7,0,49,120,0
4,4,66582,0,0,789,25,420,16,38,0,1,2,8,9,1,0,55,1288,0
4,5,75261,0,0,1239,17,413,23,34,17,1,5,6,5,2,1,69,1743,2
2,6,31880,1,0,4,1,5,2,0,3,1,1,0,2,8,0,54,15,0
2,3,53790,0,2,335,42,127,28,5,5,3,7,2,8,6,0,73,542,0
4,5,49269,1,0,639,8,166,11,8,58,3,7,3,12,7,0,53,890,0
2,3,61456,0,1,563,76,384,84,192,89,4,6,10,13,4,0,49,1388,0
2,3,37406,1,0,2,0,8,2,2,3,1,1,0,2,8,1,44,17,0
4,5,56937,1,0,746,8,125,11,8,8,7,8,6,9,6,1,43,906,1
2,3,38415,1,1,22,1,13,4,0,4,2,1,0,3,7,0,46,44,0
2,4,20518,1,0,4,1,6,4,1,9,1,1,1,2,5,0,36,25,0
2,3,62503,0,1,478,0,193,110,75,117,4,8,3,11,5,0,68,973,0
4,4,41644,1,1,20,3,4,2,0,2,2,1,0,3,3,0,52,31,0
3,3,55842,0,1,451,0,39,0,4,24,1,7,1,8,5,0,47,518,0
4,3,62010,0,1,371,22,39,6,0,92,4,6,2,7,5,0,52,530,0
2,3,41124,1,0,281,7,84,15,0,119,7,7,3,4,8,0,47,506,0
3,3,38961,1,0,19,7,19,0,1,24,1,2,1,2,7,0,51,70,0
3,2,37760,1,0,26,3,13,2,10,0,1,2,0,3,6,0,52,54,0
2,4,32233,1,0,138,15,35,25,11,72,2,6,2,2,9,1,50,296,1
2,3,43057,0,1,213,2,44,0,2,5,4,4,2,5,5,0,49,266,0
3,5,83151,0,0,407,28,100,120,74,18,1,5,9,4,3,0,64,747,0
4,2,78825,0,0,483,74,114,169,37,18,1,5,10,13,3,1,60,895,0
3,5,65104,0,1,738,0,232,13,20,50,2,3,5,7,7,0,48,1053,0
2,3,60093,0,1,502,12,109,16,6,90,2,7,2,10,6,0,50,735,0
2,3,14045,1,0,11,0,5,2,1,1,1,1,0,3,7,0,55,20,0
0,6,28457,0,0,24,1,108,29,29,14,1,4,1,4,8,0,72,205,0
4,5,78952,0,1,1170,19,594,99,76,134,2,2,5,12,6,0,66,2092,0
2,2,46310,1,0,185,2,88,15,5,14,2,6,1,5,8,0,48,309,0
2,5,76005,0,0,983,20,389,240,50,40,1,3,5,13,6,0,69,1722,1
3,4,58308,0,1,691,0,69,10,0,130,4,2,6,3,8,0,60,900,0
4,2,55614,0,0,504,13,131,8,0,26,1,9,4,6,7,0,80,682,1
3,2,59432,0,1,317,25,265,25,19,12,3,5,3,11,5,0,62,663,0
2,2,55563,0,1,29,1,9,2,0,2,1,2,0,3,3,0,46,43,0
4,5,78642,0,1,1396,0,322,46,35,17,1,4,9,4,6,0,53,1816,0
4,5,67911,0,1,529,0,356,63,28,0,3,6,7,11,3,0,75,976,0
2,3,65275,0,0,388,14,218,91,14,21,1,4,3,13,2,0,80,746,0
2,5,27203,1,1,13,2,21,4,0,24,2,1,1,2,8,0,74,64,0
3,5,48330,0,1,28,0,4,0,0,0,1,1,0,3,5,0,63,32,0
1,3,24279,0,0,16,36,21,20,62,108,1,4,1,3,8,0,34,263,0
4,3,64355,1,0,1047,0,140,67,38,153,2,4,3,12,8,0,39,1445,0
3,5,50943,0,1,31,0,7,2,0,6,1,1,0,3,5,0,68,46,0
2,6,53653,0,0,815,10,239,28,10,108,2,10,4,12,6,0,71,1210,0
2,3,65665,0,1,225,162,387,106,36,29,1,5,10,8,3,0,48,945,0
2,4,81217,0,0,493,70,324,146,40,84,1,3,7,11,1,0,35,1157,0
2,3,34935,0,0,34,4,66,3,10,20,1,2,1,4,7,0,32,137,0
2,2,61250,0,1,382,138,65,60,26,59,6,5,2,12,5,0,65,730,0
4,5,39665,1,0,127,1,56,0,1,31,3,4,2,3,7,0,43,216,1
2,4,60152,0,1,325,83,300,86,58,91,1,6,4,12,3,0,45,943,0
2,3,48920,0,2,238,17,68,8,10,6,3,6,2,5,7,0,60,347,1
3,5,89120,0,0,1168,92,408,72,129,55,1,5,6,7,1,0,65,1924,1
4,5,44124,0,1,284,0,55,0,6,52,4,6,2,5,8,0,78,397,0
3,4,81169,0,0,1288,20,613,80,61,27,1,5,7,9,2,0,49,2089,0
2,3,36443,1,1,65,0,46,4,3,20,4,3,1,3,8,0,63,138,0
2,4,26095,1,0,11,7,9,3,1,11,1,1,0,3,7,0,34,42,0
2,5,71367,0,0,227,23,389,42,21,75,1,4,5,7,2,0,65,777,0
3,3,80184,0,0,1035,134,670,25,38,0,1,6,3,10,3,0,80,1902,2
2,2,30630,1,1,27,1,12,2,0,10,2,2,0,3,7,0,59,52,0
3,4,73454,0,0,982,73,351,56,14,175,1,2,4,6,5,0,37,1651,1
2,3,42691,0,0,179,2,64,38,17,58,1,5,1,6,5,0,33,358,0
2,3,70503,0,0,1379,33,216,0,33,66,1,2,4,9,6,0,71,1727,2
2,3,25545,1,0,32,1,64,16,12,85,3,2,2,3,6,1,37,210,0
2,3,32880,1,0,8,4,15,7,6,2,1,1,0,3,8,0,38,42,0
4,5,77863,0,0,881,38,319,16,25,12,1,4,5,10,2,0,66,1291,0
3,3,50353,0,0,141,15,153,67,31,35,1,4,4,6,3,0,47,442,0
2,4,61839,0,0,1000,155,379,224,17,120,1,4,8,4,8,0,60,1895,0
4,3,49154,1,1,206,10,67,30,27,71,6,4,1,8,6,0,64,411,0
0,6,47682,0,1,162,61,83,97,57,61,4,4,3,8,5,0,49,521,0
2,4,72679,0,1,619,54,260,127,54,54,1,4,7,5,1,0,55,1168,0
3,5,57954,1,1,456,4,24,0,0,9,7,8,2,6,7,0,47,493,1
2,3,65316,1,1,112,6,92,3,9,38,2,3,2,5,4,0,62,260,0
2,4,28567,1,0,11,3,22,2,2,6,2,2,0,3,6,0,42,46,0
3,5,47352,0,1,172,12,112,8,0,15,4,6,1,5,7,0,73,319,0
2,5,44931,0,1,78,0,11,0,0,7,1,2,1,3,5,0,57,96,0
2,2,76982,0,0,464,151,292,65,60,30,1,8,3,4,4,1,57,1062,1
0,5,57247,0,1,99,4,32,37,54,6,2,2,1,7,2,0,72,232,0
3,4,22944,1,0,19,3,19,4,5,26,3,3,0,3,7,0,43,76,0
0,5,25315,1,0,1,9,8,11,3,22,3,3,0,3,8,0,47,54,0
2,6,43638,0,1,63,10,83,7,19,19,2,4,1,4,7,0,55,201,0
4,4,42710,1,0,252,3,42,4,3,102,2,4,5,3,6,0,40,406,0
4,3,84169,0,0,1478,19,403,0,19,0,1,7,6,6,3,1,42,1919,2
2,5,54058,0,1,198,18,252,32,108,54,2,4,6,8,3,0,48,662,0
0,3,24683,1,0,8,4,10,6,7,6,2,2,0,4,5,0,34,41,0
2,6,85620,0,0,416,46,925,60,107,46,1,3,6,4,1,1,60,1600,0
2,3,47850,1,0,42,7,43,20,12,10,1,3,0,4,6,0,44,134,0
2,3,19514,1,1,14,3,21,2,1,28,4,3,1,2,8,1,56,69,1
3,3,27159,1,1,17,0,3,0,0,1,2,1,0,3,6,0,51,21,0
0,4,39548,1,1,15,4,10,3,4,18,2,1,1,3,3,0,61,54,0
2,4,21474,1,0,6,16,24,11,0,34,2,3,1,2,7,1,35,91,1
4,4,60504,0,1,458,0,24,6,4,34,2,6,2,8,6,0,53,526,0
2,3,22419,0,0,30,3,47,19,21,42,1,3,2,2,8,0,61,162,0
3,3,81698,0,0,179,28,520,111,123,47,1,3,8,13,1,1,75,1008,0
2,5,43462,1,1,90,17,97,15,6,15,6,4,1,5,8,0,72,240,0
4,4,54880,1,0,308,85,137,102,45,118,2,6,2,11,5,0,46,795,0
2,3,79908,0,0,557,129,761,29,185,111,1,5,6,7,2,0,42,1772,1
0,3,15315,0,0,7,4,13,15,8,17,2,2,0,4,5,0,54,64,0
2,5,87771,0,1,1492,38,287,50,57,33,1,5,10,4,6,1,65,1957,4
2,3,33039,1,0,30,8,12,8,8,12,1,2,0,4,5,0,46,78,0
2,4,81741,0,0,249,153,940,58,134,38,0,6,6,7,2,0,44,1572,0
3,5,71499,0,1,465,25,132,136,0,37,2,8,3,13,4,0,53,795,0
0,3,62466,0,1,129,129,259,168,121,83,5,6,3,12,4,0,54,889,0
4,2,48799,0,1,174,18,81,28,6,24,3,3,2,7,3,0,61,331,0
4,5,52157,0,1,189,2,29,3,2,40,2,3,2,5,4,0,74,265,0
2,4,66565,0,1,747,10,161,65,40,42,4,4,2,9,8,0,62,1065,0
3,5,29298,1,1,6,0,2,2,0,1,1,1,0,2,5,0,73,11,0
2,4,47691,0,1,14,0,3,0,0,4,1,1,0,2,6,0,45,21,0
2,5,38200,1,1,12,0,4,0,0,1,1,1,0,2,7,0,54,17,0
2,3,44989,0,1,98,0,106,49,10,106,5,5,1,5,6,0,50,369,0
4,3,38443,1,1,32,0,5,0,0,1,2,1,0,3,7,0,56,38,0
0,4,38593,1,0,51,12,49,17,24,24,3,4,1,3,8,0,46,177,0
4,5,64413,0,1,200,5,44,0,10,20,1,5,1,5,5,0,54,279,0
3,3,36959,1,0,25,6,25,6,0,0,2,2,0,3,8,0,43,62,0
4,3,61996,0,1,1050,12,144,0,0,24,3,6,4,8,5,1,47,1230,3
2,3,51287,1,1,117,0,22,13,0,30,3,4,1,3,7,0,56,182,0
2,3,13260,1,1,9,4,17,10,2,7,4,3,0,3,8,0,54,49,0
4,5,47472,1,1,56,0,11,0,0,8,2,2,0,4,5,0,58,75,0
3,5,54603,1,1,145,13,46,17,2,4,6,4,2,4,7,0,68,227,0
4,3,45207,1,1,203,0,10,0,0,2,5,3,1,6,6,0,50,215,1
2,5,40689,0,1,270,3,27,39,6,99,7,7,1,5,8,0,73,444,0
0,5,47821,1,1,9,0,16,6,6,10,1,1,0,3,8,0,57,47,0
3,3,27450,0,0,37,12,23,8,11,52,1,2,1,3,7,0,73,143,0
2,5,39453,1,0,46,0,7,0,0,2,2,2,0,3,6,0,41,55,0
0,5,26850,1,1,31,1,13,7,2,9,4,2,1,4,4,0,53,63,0
2,6,79800,0,0,1060,21,530,32,0,224,1,5,11,5,3,1,69,1867,3
3,3,61794,0,1,264,47,188,54,47,11,2,4,4,10,2,0,63,611,0
2,5,53863,0,1,399,4,30,6,4,30,3,7,1,7,7,0,69,473,1
2,5,24221,0,0,8,9,9,2,5,22,1,1,1,3,4,0,65,55,0
4,4,39684,1,0,19,0,35,6,4,17,2,2,1,2,7,1,40,81,0
3,3,92163,0,0,817,183,797,106,163,20,0,5,11,5,2,1,49,2086,2
3,4,69882,0,0,292,127,635,132,127,165,1,3,7,9,1,0,59,1478,0
2,5,33178,1,0,12,6,2,11,2,16,1,1,0,3,4,0,47,49,0
4,3,59973,0,0,130,30,168,20,34,0,1,3,4,7,1,0,52,382,0
3,5,17459,1,0,6,4,16,3,10,30,3,3,1,2,7,1,49,69,0
2,2,23910,1,0,16,12,18,7,1,13,1,2,0,3,7,0,55,67,0
3,3,42169,1,1,19,0,9,0,0,2,2,1,0,3,8,0,55,30,0
0,3,26224,1,0,4,7,15,13,9,15,3,2,1,3,6,0,46,63,0
2,5,31089,1,0,31,3,31,2,8,4,3,3,0,4,8,0,43,79,0
2,4,30081,0,1,36,0,2,0,0,4,1,1,0,3,7,0,63,42,0
2,5,62807,0,1,526,28,135,10,21,99,3,5,3,12,5,0,64,819,0
2,4,72906,0,0,400,32,519,71,75,54,1,3,4,9,1,0,69,1151,0
4,3,61467,0,2,410,16,114,0,5,49,3,5,2,10,5,0,76,594,0
3,5,49618,1,1,80,3,26,4,2,14,4,3,1,3,7,0,58,129,0
3,4,21888,1,0,88,10,46,2,3,64,4,5,1,2,10,1,38,213,0
2,6,42429,0,1,55,0,6,2,0,4,2,1,1,3,5,0,51,67,0
2,2,26150,2,1,5,1,13,3,5,1,1,1,0,3,7,0,68,28,0
1,3,30801,0,1,8,4,5,15,2,11,2,1,0,3,7,0,49,45,0
2,3,81168,0,0,410,0,592,147,22,22,1,6,4,7,3,0,59,1193,1
3,4,26877,0,0,101,13,76,20,18,40,2,3,1,6,6,0,55,268,0
3,6,45006,0,0,162,25,53,16,0,10,1,3,1,7,3,0,80,266,0
1,3,18978,1,0,2,8,1,4,7,15,1,1,0,3,8,0,51,37,0
2,3,22574,2,1,25,0,8,2,0,2,2,2,0,3,7,0,57,37,0
4,4,48240,0,0,389,91,248,64,49,41,3,6,3,13,5,1,55,882,0
2,3,45837,1,1,215,13,87,17,17,24,5,6,2,5,7,0,50,373,0
3,4,35791,2,1,27,0,5,0,0,3,2,1,0,3,8,0,59,35,0
2,6,54162,1,1,5,6,10,6,5,10,1,1,0,3,4,0,46,42,0
3,3,30522,0,1,179,8,83,19,11,26,5,1,2,9,2,0,64,326,0
4,3,54456,0,1,352,0,27,10,0,15,3,6,1,7,6,0,63,404,0
2,4,31632,0,0,17,8,12,11,15,32,1,2,1,2,7,0,53,95,0
2,6,72298,0,0,625,35,169,58,17,35,1,4,3,6,1,0,75,939,2
0,4,36975,1,0,10,6,11,0,4,2,1,1,0,3,7,0,46,33,0
0,3,72635,0,0,390,22,323,104,35,107,1,6,8,6,3,0,69,981,1
2,3,13624,1,0,10,2,15,2,1,6,2,2,0,3,6,0,48,36,0
2,4,84196,0,1,215,63,507,231,31,190,1,8,4,7,3,0,49,1237,0
2,5,70971,0,1,1001,17,572,93,125,17,7,11,11,5,7,1,64,1825,0
4,2,34487,1,1,19,18,33,24,1,8,3,3,0,3,9,0,47,103,0
2,4,28769,1,0,41,5,129,10,3,3,3,4,1,4,9,0,47,191,0
4,3,69084,1,0,1181,107,199,39,30,30,2,7,3,13,8,0,54,1586,0
4,5,65488,0,0,603,45,207,36,18,54,1,3,4,6,1,0,66,963,0
0,3,62466,0,1,129,129,259,168,121,83,5,6,3,12,4,0,54,889,0
0,4,32218,0,0,10,24,15,13,1,30,1,2,1,3,7,1,64,93,1
2,4,83917,0,0,514,22,732,42,198,79,1,6,7,7,3,1,51,1587,0
2,2,46102,2,1,14,0,1,0,0,1,1,1,0,2,7,0,62,16,0
2,4,84574,0,0,387,20,713,38,54,163,1,9,11,11,5,0,72,1375,0
2,3,56181,0,1,121,103,69,8,44,48,1,4,2,7,4,0,62,393,0
3,2,63120,0,1,965,69,279,54,41,69,5,8,4,9,7,1,74,1477,0
2,3,73691,0,1,707,21,250,85,43,73,2,6,2,8,2,0,53,1179,1
2,5,63381,0,1,571,50,142,33,50,159,4,4,5,13,2,0,64,1005,0
4,5,76140,0,0,586,66,653,17,0,26,1,5,9,6,2,0,76,1348,0
4,2,62859,0,1,1063,89,102,16,12,25,4,9,4,6,6,0,65,1307,0
2,4,45906,0,1,305,3,27,4,3,144,2,5,4,4,5,0,60,486,1
3,5,77632,0,0,1200,105,758,0,42,147,1,4,2,6,2,1,77,2252,2
4,3,46463,1,1,163,2,40,8,11,11,7,3,1,6,6,0,53,235,0
2,5,105471,0,0,1009,181,104,202,21,207,0,9,8,13,3,1,54,1724,2
3,2,55282,1,0,125,6,73,8,4,19,1,3,1,6,4,0,54,235,0
3,3,78710,0,1,721,0,152,119,50,50,3,7,6,12,4,0,47,1092,0
2,5,66886,0,1,315,4,62,41,31,146,2,7,1,7,5,0,66,599,0
3,4,98777,0,0,1000,19,711,125,115,38,0,4,6,9,1,0,64,2008,1
2,5,29103,1,0,16,0,17,6,3,6,2,1,0,3,9,0,39,48,0
2,3,67445,0,1,757,80,217,29,80,11,5,9,6,12,6,0,50,1174,0
4,5,50616,0,1,30,2,25,0,1,9,1,1,1,4,2,0,74,67,0
2,2,49431,0,1,219,3,100,26,0,17,2,7,1,5,8,0,69,365,0
2,5,61278,0,1,111,3,28,2,6,15,2,3,1,4,6,0,71,165,0
0,5,26490,0,0,45,47,52,21,20,25,2,3,1,5,6,0,66,210,0
4,5,73059,0,1,410,112,420,0,82,71,1,9,3,13,4,0,77,1095,0
4,4,46734,1,2,100,1,39,6,1,76,4,3,2,3,6,0,58,223,1
2,5,56253,0,1,509,0,65,7,11,5,4,7,2,9,6,0,61,597,0
2,3,19986,1,0,3,6,5,0,2,6,1,0,0,3,7,0,39,22,0
2,6,58330,0,1,445,53,213,104,98,151,1,6,4,13,4,0,49,1064,0
1,3,25965,0,0,2,2,11,41,7,11,1,2,0,3,8,0,44,74,0
3,5,14661,0,0,4,1,11,6,2,2,1,1,0,3,6,0,68,26,0
2,3,18690,0,0,6,1,7,23,4,19,1,1,1,2,8,0,65,60,0
4,5,45068,0,1,14,0,3,0,0,3,1,1,0,2,7,0,50,20,0
1,4,21063,1,0,1,10,11,19,3,15,2,2,0,3,6,0,37,59,0
4,3,29187,1,0,26,0,6,0,0,2,1,1,0,3,8,0,56,34,0
0,3,54690,1,1,111,16,37,7,9,18,3,3,1,5,3,0,53,198,0
4,3,59304,0,1,418,61,428,80,51,10,3,7,8,10,5,0,60,1048,0
3,4,59247,0,2,327,9,122,19,14,83,5,5,2,9,6,0,62,574,0
2,6,66731,0,1,371,159,194,58,106,141,4,4,3,6,3,0,54,1029,0
2,3,77353,0,1,275,59,107,69,101,59,2,6,4,8,4,0,44,670,0
4,4,52614,0,1,789,0,142,12,9,38,2,2,4,8,8,0,49,990,0
2,3,26751,2,0,1,1,5,0,3,1,1,1,0,2,8,0,50,11,0
4,3,81300,0,1,1004,12,145,32,12,36,3,10,3,5,5,1,61,1241,1
2,4,70337,0,0,187,81,149,25,43,91,1,2,2,12,1,0,45,576,0
0,3,36145,1,0,56,4,76,17,1,18,4,4,1,3,9,1,39,172,1
4,4,65295,0,0,365,32,117,34,110,6,1,3,3,13,2,0,44,664,0
2,2,68118,0,1,595,23,123,10,23,154,2,8,9,4,6,0,61,928,0
2,2,68743,0,0,1132,134,384,175,134,115,1,11,5,13,7,0,57,2074,0
0,5,41039,0,0,34,11,137,179,61,45,1,8,1,5,8,0,42,467,0
2,5,38946,0,1,116,6,82,6,6,41,2,3,1,6,5,0,69,257,0
2,5,65777,0,0,565,32,435,28,32,54,1,2,8,6,1,0,57,1146,0
